prolificID,nativelang,otherlangs,taskdesc,experiment,trial,trans,rating,rt,form,identifier
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,1,WOBBLING,6,1995,yoroyoro,yoroyoro_WOBBLING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,2,FLUFFY,0,1790,fuwafuwa,fuwafuwa_SOFT
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,3,WATERY (EYES),1,805,syobosyobo,syobosyobo_WATERY (EYES)
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,4,LIVELY,0,2479,syaNsyaN,syaNsyaN_LIVELY
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,5,TIRED,2,1229,kaQtarii,kaQtarii_EXHAUSTED
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,6,THROBBING,3,1198,hirihiri,hirihiri_THROBBING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,7,CLEAN,6,879,kiree,kiree_CLEAN
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,8,STUFFED (FROM EATING TOO MUCH),4,1371,kutyii,kutyii_STUFFED (FULL OF FOOD)
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,9,SUNNY,1,802,akarui,akarui_BRIGHT
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,10,SHAKING,4,777,uzyauzya,uzyauzya_SHAKING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,11,IMPATIENT,5,1273,yakiyaki,yakiyaki_ANNOYED/IMPATIENT
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,12,TICKLING,3,1078,motyokoi,motyokoi_TICKLING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,13,STICKY,1,2152,nebaneba,nebaneba_STICKY
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,14,RINGING (E.G. A RINGING SOUND IN YOUR EARS),6,1822,tsuuN,tsuuN_RINGING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,15,TIGHT,0,1222,kyuukutsuka,kyuukutsuka_TIGHT
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,16,FRESH,0,1309,suzusyii,suzusyii_COOL
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,17,(SPINE) TINGLING,1,589,zawazawa,zawazawa_SHIVERING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,18,DAMP,0,937,syiQpori,syiQpori_WET
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,19,SLIPPERY,4,3041,nurunuru,nurunuru_SLIMY
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,20,SLIMY,0,725,zuruNzuruN,zuruNzuruN_SLIMY
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,21,GRITTY,0,895,zarazara,zarazara_ROUGH
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,22,LARGE,2,1487,igai,igai_BIG
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,23,DRY,4,2450,koragu,koragu_DRY
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,24,SLY,6,1181,kosui,kosui_CUNNING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,25,PRICKLING,0,1229,hasyikai,hasyikai_ITCHING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,26,CHILLY,4,1017,sabui,sabui_COLD (WEATHER)
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,27,SAD,2,1794,tsurai,tsurai_SAD
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,28,TIRED,4,2102,erai,erai_EXHAUSTED
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,29,HARD,5,1362,kowai,kowai_HARD
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,30,COARSE,2,1164,deQkai,deQkai_ROUGH
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,31,SLUGGISH,2,1033,koe,koe_SLUGGISH
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,32,HARD,1,884,katai,katai_HARD
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,33,BOUNCING,6,862,pyoNpyoN,pyoNpyoN_HOPPING
60ceb80ed959c6e83794f961,English,None,Seeing how similar Japanese words sounded to their meaning,1,34,WHISPERING,4,1080,hisohiso,hisohiso_WHISPERING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,1,WOBBLING,3,17532,yoroyoro,yoroyoro_WOBBLING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,2,FLUFFY,5,3123,fuwafuwa,fuwafuwa_SOFT
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,3,WATERY (EYES),1,2399,syobosyobo,syobosyobo_WATERY (EYES)
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,4,LIVELY,3,6696,syaNsyaN,syaNsyaN_LIVELY
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,5,TIRED,2,9970,kaQtarii,kaQtarii_EXHAUSTED
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,6,PULSATING,6,3121,hirihiri,hirihiri_THROBBING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,7,CLEAN,3,1284,kiree,kiree_CLEAN
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,8,STUFFED (FROM EATING TOO MUCH),4,4786,kutyii,kutyii_STUFFED (FULL OF FOOD)
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,9,SUNNY,1,1520,akarui,akarui_BRIGHT
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,10,TREMBLING,3,4569,uzyauzya,uzyauzya_SHAKING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,11,ANNOYED,4,2003,yakiyaki,yakiyaki_ANNOYED/IMPATIENT
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,12,TICKLING,2,4558,motyokoi,motyokoi_TICKLING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,13,GOOEY,2,6877,nebaneba,nebaneba_STICKY
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,14,RINGING (E.G. A RINGING SOUND IN YOUR EARS),3,18672,tsuuN,tsuuN_RINGING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,15,PINCHING,1,3272,kyuukutsuka,kyuukutsuka_TIGHT
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,16,FRESH,0,3011,suzusyii,suzusyii_COOL
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,17,SHIVERS (DOWN YOUR SPINE),4,5802,zawazawa,zawazawa_SHIVERING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,18,WET,0,2967,syiQpori,syiQpori_WET
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,19,SLIPPERY,3,2489,nurunuru,nurunuru_SLIMY
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,20,GOOEY,2,2464,zuruNzuruN,zuruNzuruN_SLIMY
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,21,ROUGH,4,2439,zarazara,zarazara_ROUGH
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,22,BIG,5,2530,igai,igai_BIG
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,23,DRY,3,1820,koragu,koragu_DRY
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,24,CUNNING,2,2396,kosui,kosui_CUNNING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,25,PRICKLING,1,6240,hasyikai,hasyikai_ITCHING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,26,COLD,3,2411,sabui,sabui_COLD (WEATHER)
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,27,GLUM,1,1615,tsurai,tsurai_SAD
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,28,EXHAUSTED,2,2390,erai,erai_EXHAUSTED
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,29,HARD,4,1645,kowai,kowai_HARD
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,30,GRITTY,5,7016,deQkai,deQkai_ROUGH
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,31,SLUGGISH,4,2961,koe,koe_SLUGGISH
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,32,HARD,4,11674,katai,katai_HARD
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,33,HOPPING,5,1353,pyoNpyoN,pyoNpyoN_HOPPING
5ea0a444ef1e88098befa2d7,English,NA,Listening to words to see if they sounded like their meaning,1,34,WHISPERING,5,1144,hisohiso,hisohiso_WHISPERING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,1,WOBBLING,4,5211,yoroyoro,yoroyoro_WOBBLING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,2,FLUFFY,5,1022,fuwafuwa,fuwafuwa_SOFT
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,3,BLEARY (EYES),0,988,syobosyobo,syobosyobo_WATERY (EYES)
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,4,LIVELY,0,550,syaNsyaN,syaNsyaN_LIVELY
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,5,TIRED,6,1552,kaQtarii,kaQtarii_EXHAUSTED
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,6,THROBBING,0,872,hirihiri,hirihiri_THROBBING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,7,TIDY,0,1473,kiree,kiree_CLEAN
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,8,STUFFED (FROM EATING TOO MUCH),0,3079,kutyii,kutyii_STUFFED (FULL OF FOOD)
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,9,SUNNY,0,414,akarui,akarui_BRIGHT
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,10,TREMBLING,0,1084,uzyauzya,uzyauzya_SHAKING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,11,IMPATIENT,0,405,yakiyaki,yakiyaki_ANNOYED/IMPATIENT
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,12,TICKLING,3,1486,motyokoi,motyokoi_TICKLING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,13,STICKY,0,3690,nebaneba,nebaneba_STICKY
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,14,RINGING (E.G. A RINGING SOUND IN YOUR EARS),0,740,tsuuN,tsuuN_RINGING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,15,TIGHT,0,1266,kyuukutsuka,kyuukutsuka_TIGHT
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,16,FRESH,0,1493,suzusyii,suzusyii_COOL
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,17,SHIVERS (DOWN YOUR SPINE),0,1464,zawazawa,zawazawa_SHIVERING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,18,DAMP,0,427,syiQpori,syiQpori_WET
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,19,SLIPPERY,0,657,nurunuru,nurunuru_SLIMY
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,20,SLIMY,0,438,zuruNzuruN,zuruNzuruN_SLIMY
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,21,ROUGH,0,353,zarazara,zarazara_ROUGH
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,22,MASSIVE,0,1167,igai,igai_BIG
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,23,DRY,4,2167,koragu,koragu_DRY
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,24,SNEAKY,0,567,kosui,kosui_CUNNING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,25,ITCHING,0,576,hasyikai,hasyikai_ITCHING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,26,CHILLY,4,1281,sabui,sabui_COLD (WEATHER)
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,27,GLUM,0,1637,tsurai,tsurai_SAD
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,28,WEARY,6,1228,erai,erai_EXHAUSTED
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,29,HARD,0,296,kowai,kowai_HARD
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,30,GRITTY,0,531,deQkai,deQkai_ROUGH
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,31,SLUGGISH,0,1227,koe,koe_SLUGGISH
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,32,HARD,0,1160,katai,katai_HARD
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,33,BOUNCING,6,2661,pyoNpyoN,pyoNpyoN_HOPPING
60cf0a7c3f4315bee0a2e593,English,NA,I was checking if the Japanese word when spoken sounded anything like the word.,1,34,WHISPERING,0,883,hisohiso,hisohiso_WHISPERING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,1,WOBBLING,0,5151,yoroyoro,yoroyoro_WOBBLING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,2,FLUFFY,6,2177,fuwafuwa,fuwafuwa_SOFT
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,3,WATERY (EYES),0,2503,syobosyobo,syobosyobo_WATERY (EYES)
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,4,ENERGETIC,0,1520,syaNsyaN,syaNsyaN_LIVELY
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,5,TIRED,0,1728,kaQtarii,kaQtarii_EXHAUSTED
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,6,PULSATING,0,3010,hirihiri,hirihiri_THROBBING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,7,TIDY,5,1653,kiree,kiree_CLEAN
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,8,FULL (FROM EATING),0,1123,kutyii,kutyii_STUFFED (FULL OF FOOD)
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,9,SUNNY,0,1154,akarui,akarui_BRIGHT
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,10,SHAKING,1,1222,uzyauzya,uzyauzya_SHAKING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,11,ANNOYED,1,3052,yakiyaki,yakiyaki_ANNOYED/IMPATIENT
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,12,TICKLING,0,1075,motyokoi,motyokoi_TICKLING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,13,GOOEY,0,1098,nebaneba,nebaneba_STICKY
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,14,RINGING (E.G. A RINGING SOUND IN YOUR EARS),0,1662,tsuuN,tsuuN_RINGING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,15,TIGHT,0,5676,kyuukutsuka,kyuukutsuka_TIGHT
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,16,FRESH,4,1521,suzusyii,suzusyii_COOL
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,17,SHIVERS (DOWN YOUR SPINE),2,4186,zawazawa,zawazawa_SHIVERING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,18,SOGGY,1,1542,syiQpori,syiQpori_WET
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,19,SLICK,0,1144,nurunuru,nurunuru_SLIMY
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,20,GOOEY,0,2252,zuruNzuruN,zuruNzuruN_SLIMY
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,21,COARSE,0,1089,zarazara,zarazara_ROUGH
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,22,HUGE,2,1958,igai,igai_BIG
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,23,PARCHED,0,1681,koragu,koragu_DRY
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,24,SNEAKY,2,2548,kosui,kosui_CUNNING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,25,ITCHING,3,1654,hasyikai,hasyikai_ITCHING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,26,CHILLY,2,1632,sabui,sabui_COLD (WEATHER)
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,27,SAD,1,2403,tsurai,tsurai_SAD
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,28,EXHAUSTED,0,1220,erai,erai_EXHAUSTED
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,29,HARD,1,2105,kowai,kowai_HARD
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,30,GRITTY,3,1332,deQkai,deQkai_ROUGH
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,31,LETHARGIC,0,1353,koe,koe_SLUGGISH
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,32,HARD,0,1906,katai,katai_HARD
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,33,HOPPING,0,1446,pyoNpyoN,pyoNpyoN_HOPPING
60ce01c71f2eaca4a5050416,English,English,This was an interesting task. I enjoyed finding out some Japanese words,1,34,WHISPERING,1,2575,hisohiso,hisohiso_WHISPERING
60ccf2e72ef0587d5cc4e2cd,English,German,"Listening to Japanese spoken words and when given their meaning, rate how I thought each word resembles its meaning.",1,1,WOBBLING,1,8975,yoroyoro,yoroyoro_WOBBLING
60ccf2e72ef0587d5cc4e2cd,English,German,"Listening to Japanese spoken words and when given their meaning, rate how I thought each word resembles its meaning.",1,2,FLUFFY,5,3884,fuwafuwa,fuwafuwa_SOFT
60ccf2e72ef0587d5cc4e2cd,English,German,"Listening to Japanese spoken words and when given their meaning, rate how I thought each word resembles its meaning.",1,3,BLEARY (EYES),0,1207,syobosyobo,syobosyobo_WATERY (EYES)
60ccf2e72ef0587d5cc4e2cd,English,German,"Listening to Japanese spoken words and when given their meaning, rate how I thought each word resembles its meaning.",1,4,LIVELY,0,1124,syaNsyaN,syaNsyaN_LIVELY
60ccf2e72ef0587d5cc4e2cd,English,German,"Listening to Japanese spoken words and when given their meaning, rate how I thought each word resembles its meaning.",1,5,TIRED,0,2385,kaQtarii,kaQtarii_EXHAUSTED
60ccf2e72ef0587d5cc4e2cd,English,German,"Listening to Japanese spoken words and when given their meaning, rate how I thought each word resembles its meaning.",1,6,PULSATING,0,913,hirihiri,hirihiri_THROBBING
60ccf2e72ef0587d5cc4e2cd,English,German,"Listening to Japanese spoken words and when given their meaning, rate how I thought each word resembles its meaning.",1,7,CLEAN,4,1570,kiree,kiree_CLEAN
